CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL1982660	1303951	CHEMBL1982660	1303951		SID103904872	362.31	3.45	76.14	0	COc1ccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc2c1	9620894	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2001920	1323211	CHEMBL2001920	1323211		SID103905481	341.2	2.5	115.59	0	Brc1ccc2NC(=O)C(=C3SC(=S)NC3=O)c2c1	9624578	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL415049	363089	CHEMBL415049	363089	BARASERTIB	SID103905346	587.54	3.7	184.63	2	CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O	9624744	Ki	>	5011.87	nM		pKi	<	5.3		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL565612	582954	CHEMBL565612	582954	SOTRASTAURIN	SID103905056	438.48	3.48	94.22	0	CN1CCN(CC1)c2nc(C3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)c6ccccc6n2	9620927	Ki	=	630.96	nM	6.2	pKi	=	6.2		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1975256	1296547	CHEMBL1975256	1296547		SID103905141	386.41	2.72	193.59	0	Nc1nonc1n2nnc(C(=O)NN=Cc3cccs3)c2c4cccs4	9620827	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1989474	1310765	CHEMBL1989474	1310765		SID103905180	254.26	2.8	43.6	0	Cn1cc(c2ccncn2)c(n1)c3ccc(F)cc3	9620883	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1969301	1290592	CHEMBL1969301	1290592		SID103905076	457.57	5.54	91.02	1	CCCCn1c(NC(=O)c2cccc(c2)C#N)nc3cc(ccc13)N(C)C(=O)C4CCCCC4	9632106	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1997872	1319163	CHEMBL1997872	1319163		SID103905009	307.35	1.79	58.22	0	O=C(N1CCOCC1)c2cccc(c2)c3cnc4[nH]ccc4c3	9632124	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1976872	1298163	CHEMBL1976872	1298163		SID103905485	175.19	.72	46.4	0	CC(=O)Nc1cc2ccccn2n1	9617162	Ki	>	15848.93	nM		pKi	<	4.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1992073	1313364	CHEMBL1992073	1313364		SID103904917	373.47	1.78	100.53	0	CCC1CC(CC1c2ncc3cnc4[nH]ccc4n23)NS(=O)(=O)C5CC5	9628322	Ki	=	3.98	nM	8.4	pKi	=	8.4		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1976093	1297384	CHEMBL1976093	1297384		SID103904757	419.5	3.55	71.23	0	CN(C)CC(C)(C)CNc1nccc(n1)c2c(nc3cnccn23)c4ccc(F)cc4	9620826	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1972221	1293512	CHEMBL1972221	1293512		SID103905136	386.47	3.1	112.33	0	CCCS(=O)(=O)Nc1ccc(cc1)c2ccc3[nH]nc(NC(=O)CC)c3c2	9620765	Ki	=	251.19	nM	6.6	pKi	=	6.6		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1990254	1311545	CHEMBL1990254	1311545		SID103904554	317.38	2.19	68.01	0	NCC(NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3	9628324	Ki	>	5011.87	nM		pKi	<	5.3		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1973711	1295002	CHEMBL1973711	1295002		SID103905594	287.66	1.71	106.19	0	OC1=C(C#N)C2=C(C(=N)Oc3ccc(Cl)cc23)C(=O)N1	9628518	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1958401	1283942	CHEMBL1958401	1283942		SID103904798	270.33	1.7	66.38	0	O=C1NC(=NC(=C1)c2ccncc2)NC3CCCCC3	9617148	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1968380	1289671	CHEMBL1968380	1289671		SID103904638	521.65	3.55	102.93	1	CCC1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCN(C)CC5)ncc3N(C)C1=O	9617055	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1981725	1303016	CHEMBL1981725	1303016		SID103904418	612.7	6.64	90.69	2	CCN1CCN(CC1)c2ccc(Nc3nccc(n3)c4c(nc5ccccn45)c6cccc(c6)C(=O)Nc7ccccc7F)cc2	9624659	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1985723	1307014	CHEMBL1985723	1307014		SID103904218	329.83	2.85	79.62	0	CC(C)(CN)CNc1cc(cc(Cl)n1)c2c[nH]c3ncccc23	9617133	Ki	=	501.19	nM	6.3	pKi	=	6.3		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1997764	1319055	CHEMBL1997764	1319055		SID103904211	343.38	3.46	67.01	0	COc1ccc(cc1)C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2	9620940	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1990583	1311874	CHEMBL1990583	1311874		SID103904451	405.39	1.91	126.44	0	Nc1ncnn2ccc(C(=O)Nc3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12	9617044	Ki	=	1258.93	nM	5.9	pKi	=	5.9		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1825138	1175246	CHEMBL1825138	1175246		SID103905245	450.34	3.69	77.99	0	CC(Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl	9617146	Ki	=	1995.26	nM	5.7	pKi	=	5.7		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2003785	1325076	CHEMBL2003785	1325076		SID103905122	243.24	1.9	66.48	0	Fc1cccc(CNc2ncnc3[nH]cnc23)c1	9624725	Ki	=	63095.73	nM	4.2	pKi	=	4.2		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1988300	1309591	CHEMBL1988300	1309591		SID103905092	383.47	4.01	121.85	0	Nc1ccc(cc1)c2csc3c(C=Cc4nc5ccccc5[nH]4)cnc(N)c23	9620921	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1986186	1307477	CHEMBL1986186	1307477		SID103904939	273.33	1.24	71.09	0	CC(NC1=C(Nc2ccncc2)C(=O)C1=O)C(C)(C)C	9624532	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1988608	1309899	CHEMBL1988608	1309899		SID103904658	375.38	.89	115.98	0	CC(=O)Nc1cccc(CNC2=C(Nc3ccc4[nH]ncc4c3)C(=O)C2=O)c1	9617129	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1975927	1297218	CHEMBL1975927	1297218		SID103904644	406.43	4.33	79.66	0	COc1ccc(cc1)n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc23	9624576	Ki	=	398.11	nM	6.4	pKi	=	6.4		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2007002	1328293	CHEMBL2007002	1328293		SID103904737	359.38	3.95	87.24	0	COc1cc(ccc1O)c2ccc3[nH]nc(C(=O)Nc4ccccc4)c3c2	9628315	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1980435	1301726	CHEMBL1980435	1301726		SID103904523	424.45	4.49	97.72	0	COc1cccc(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4	9617022	Ki	>	5011.87	nM		pKi	<	5.3		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1682545	1072606	CHEMBL1682545	1072606		SID103904520	292.36	3.97	81.84	0	N(c1ccccc1)c2nc(cs2)c3ccc4[nH]ncc4c3	9624700	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1978271	1299562	CHEMBL1978271	1299562		SID103904839	515.6	4.15	117.51	1	CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)c4cccc(c4)C(=O)NCCOCCO	9624553	Ki	>	5011.87	nM		pKi	<	5.3		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1984686	1305977	CHEMBL1984686	1305977		SID103905685	301.14	3.19	50.7	0	Brc1ccc2cnc(Nc3ccncn3)cc2c1	9628312	Ki	>	5011.87	nM		pKi	<	5.3		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL243298	386439	CHEMBL243298	386439		SID103904614	324.31	4.05	87.14	0	OC(=O)c1ccccc1Nc2ccnc(Nc3cccc(F)c3)n2	9624565	Ki	=	79.43	nM	7.1	pKi	=	7.1		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1996980	1318271	CHEMBL1996980	1318271		SID103904231	413.9	2.37	107.62	0	CNCC(=O)NC1CCC(CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34	9620875	Ki	=	63.1	nM	7.2	pKi	=	7.2		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL248757	418190	CHEMBL248757	418190		SID103905151	471.92	2.63	162.32	0	Clc1cc2NC(=O)Nc3cnc(C#N)c(OCCCCOc2cc1NCc4cncs4)n3	9624515	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1991734	1313025	CHEMBL1991734	1313025		SID103905368	301.38	3.52	55.28	0	CN1c2ccc(N)cc2C(c3ccccc3)c4cc(N)ccc14	9617057	Ki	=	398.11	nM	6.4	pKi	=	6.4		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1968930	1290221	CHEMBL1968930	1290221		SID103904226	330.82	2.63	92.51	0	CC(C)(CN)CNc1nc(Cl)cc(n1)c2c[nH]c3ncccc23	9628477	Ki	=	251.19	nM	6.6	pKi	=	6.6		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1999556	1320847	CHEMBL1999556	1320847		SID103905041	254.31	2.35	84.22	0	NC(=O)c1cc2c(cncc2s1)c3ccccc3	9628394	Ki	=	1000	nM	6	pKi	=	6		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1968791	1290082	CHEMBL1968791	1290082		SID103904993	467.61	4.95	69.19	0	Cc1c(c2cccc(OCc3ccccc3)c2)c4c(N)ncnc4n1C5CC(CN6CCCC6)C5	9617156	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1978166	1299457	CHEMBL1978166	1299457		SID103904271	525.71	6.79	134.3	2	Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)C#CCCCCCCCCN)c1	9620786	Ki	=	1584.89	nM	5.8	pKi	=	5.8		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL210618	349538	CHEMBL210618	349538		SID103905189	356.38	2.01	119.49	0	CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N	9617051	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1972250	1293541	CHEMBL1972250	1293541		SID103904815	312.32	4.44	74.59	0	COc1cc2c(Cc3c(n[nH]c23)c4ccc(nc4)C#N)cc1C#C	9628334	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
